segment_id,position,element_id,element_name,data_type,requirement,min_len,max_len,repeat,description,notes
Q2,Q2-16,188,Weight Unit Code,ID,Conditional,1,1,-,,"If either Q2-14 or Q2-15 is present, then the other is required Q2-15 184 Volume Unit Qualifier Identifier (ID) Conditional 1 1 - Code identifying the volume unit Codes ( 16 ) Q2-16 188 Weight Unit Code Identifier (ID) Conditional 1 1 - Code specifying the weight unit Codes ( 8 ) Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation. Appears in 109 Vessel Content Details 315 Status Details (Ocean) Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation."
R4,R4-01,115,Port or Terminal Function Code,ID,Mandatory,1,1,-,,
R4,R4-02,309,Location Qualifier,ID,Conditional,1,2,-,,"If either R4-02 or R4-03 is present, then the other is required Codes ( 172 ) R4-03 310 Location Identifier String (AN) Conditional 1 30 - Code which identifies a specific location R4-04 114 Port Name String (AN) Optional 2 24 - Free-form name for the place at which an offshore carrier originates or terminates (by transshipment or otherwise) its actual ocean carriage of property R4-05 26 Country Code Identifier (ID) Optional 2 3 - Code identifying the country Codes ( 498 ) R4-06 174 Terminal Name String (AN) Optional 2 30 - Free-form field for terminal name R4-07 113 Pier Number String (AN) Optional 1 4 - Identifying number for the pier R4-08 156 State or Province Code Identifier (ID) Optional 2 2 - Code (Standard State/Province) as defined by appropriate government agency Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation. Appears in 109 Vessel Content Details 215 Motor Carrier Pick-up Manifest 272 Property and Casualty Loss Notification 300 Reservation (Booking Request) (Ocean) 301 Confirmation (Ocean) 304 Shipping Instructions 310 Freight Receipt and Invoice (Ocean) 311 Canadian Customs Information 312 Arrival Notice (Ocean) 315 Status Details (Ocean) 322 Terminal Operations and Intermodal Ramp Activity 323 Vessel Schedule and Itinerary (Ocean) 324 Vessel Stow Plan (Ocean) 325 Consolidation of Goods In Container 326 Consignment Summary List 362 Cargo Insurance Advice of Shipment 511 Requisition 715 Intermodal Group Loading Plan 810 Invoice 856 Ship Notice/Manifest 858 Shipment Information 945 Warehouse Shipping Advice Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation."
R4,R4-03,310,Location Identifier,AN,Conditional,1,30,-,,"If either R4-02 or R4-03 is present, then the other is required Codes ( 172 ) R4-03 310 Location Identifier String (AN) Conditional 1 30 - Code which identifies a specific location R4-04 114 Port Name String (AN) Optional 2 24 - Free-form name for the place at which an offshore carrier originates or terminates (by transshipment or otherwise) its actual ocean carriage of property R4-05 26 Country Code Identifier (ID) Optional 2 3 - Code identifying the country Codes ( 498 ) R4-06 174 Terminal Name String (AN) Optional 2 30 - Free-form field for terminal name R4-07 113 Pier Number String (AN) Optional 1 4 - Identifying number for the pier R4-08 156 State or Province Code Identifier (ID) Optional 2 2 - Code (Standard State/Province) as defined by appropriate government agency Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation. Appears in 109 Vessel Content Details 215 Motor Carrier Pick-up Manifest 272 Property and Casualty Loss Notification 300 Reservation (Booking Request) (Ocean) 301 Confirmation (Ocean) 304 Shipping Instructions 310 Freight Receipt and Invoice (Ocean) 311 Canadian Customs Information 312 Arrival Notice (Ocean) 315 Status Details (Ocean) 322 Terminal Operations and Intermodal Ramp Activity 323 Vessel Schedule and Itinerary (Ocean) 324 Vessel Stow Plan (Ocean) 325 Consolidation of Goods In Container 326 Consignment Summary List 362 Cargo Insurance Advice of Shipment 511 Requisition 715 Intermodal Group Loading Plan 810 Invoice 856 Ship Notice/Manifest 858 Shipment Information 945 Warehouse Shipping Advice Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation."
R4,R4-04,114,Port Name,AN,Optional,2,24,-,,"If either R4-02 or R4-03 is present, then the other is required Codes ( 172 ) R4-03 310 Location Identifier String (AN) Conditional 1 30 - Code which identifies a specific location R4-04 114 Port Name String (AN) Optional 2 24 - Free-form name for the place at which an offshore carrier originates or terminates (by transshipment or otherwise) its actual ocean carriage of property R4-05 26 Country Code Identifier (ID) Optional 2 3 - Code identifying the country Codes ( 498 ) R4-06 174 Terminal Name String (AN) Optional 2 30 - Free-form field for terminal name R4-07 113 Pier Number String (AN) Optional 1 4 - Identifying number for the pier R4-08 156 State or Province Code Identifier (ID) Optional 2 2 - Code (Standard State/Province) as defined by appropriate government agency Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation. Appears in 109 Vessel Content Details 215 Motor Carrier Pick-up Manifest 272 Property and Casualty Loss Notification 300 Reservation (Booking Request) (Ocean) 301 Confirmation (Ocean) 304 Shipping Instructions 310 Freight Receipt and Invoice (Ocean) 311 Canadian Customs Information 312 Arrival Notice (Ocean) 315 Status Details (Ocean) 322 Terminal Operations and Intermodal Ramp Activity 323 Vessel Schedule and Itinerary (Ocean) 324 Vessel Stow Plan (Ocean) 325 Consolidation of Goods In Container 326 Consignment Summary List 362 Cargo Insurance Advice of Shipment 511 Requisition 715 Intermodal Group Loading Plan 810 Invoice 856 Ship Notice/Manifest 858 Shipment Information 945 Warehouse Shipping Advice Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation."
R4,R4-05,26,Country Code,ID,Optional,2,3,-,,"If either R4-02 or R4-03 is present, then the other is required Codes ( 172 ) R4-03 310 Location Identifier String (AN) Conditional 1 30 - Code which identifies a specific location R4-04 114 Port Name String (AN) Optional 2 24 - Free-form name for the place at which an offshore carrier originates or terminates (by transshipment or otherwise) its actual ocean carriage of property R4-05 26 Country Code Identifier (ID) Optional 2 3 - Code identifying the country Codes ( 498 ) R4-06 174 Terminal Name String (AN) Optional 2 30 - Free-form field for terminal name R4-07 113 Pier Number String (AN) Optional 1 4 - Identifying number for the pier R4-08 156 State or Province Code Identifier (ID) Optional 2 2 - Code (Standard State/Province) as defined by appropriate government agency Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation. Appears in 109 Vessel Content Details 215 Motor Carrier Pick-up Manifest 272 Property and Casualty Loss Notification 300 Reservation (Booking Request) (Ocean) 301 Confirmation (Ocean) 304 Shipping Instructions 310 Freight Receipt and Invoice (Ocean) 311 Canadian Customs Information 312 Arrival Notice (Ocean) 315 Status Details (Ocean) 322 Terminal Operations and Intermodal Ramp Activity 323 Vessel Schedule and Itinerary (Ocean) 324 Vessel Stow Plan (Ocean) 325 Consolidation of Goods In Container 326 Consignment Summary List 362 Cargo Insurance Advice of Shipment 511 Requisition 715 Intermodal Group Loading Plan 810 Invoice 856 Ship Notice/Manifest 858 Shipment Information 945 Warehouse Shipping Advice Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation."
R4,R4-06,174,Terminal Name,AN,Optional,2,30,-,,"If either R4-02 or R4-03 is present, then the other is required Codes ( 172 ) R4-03 310 Location Identifier String (AN) Conditional 1 30 - Code which identifies a specific location R4-04 114 Port Name String (AN) Optional 2 24 - Free-form name for the place at which an offshore carrier originates or terminates (by transshipment or otherwise) its actual ocean carriage of property R4-05 26 Country Code Identifier (ID) Optional 2 3 - Code identifying the country Codes ( 498 ) R4-06 174 Terminal Name String (AN) Optional 2 30 - Free-form field for terminal name R4-07 113 Pier Number String (AN) Optional 1 4 - Identifying number for the pier R4-08 156 State or Province Code Identifier (ID) Optional 2 2 - Code (Standard State/Province) as defined by appropriate government agency Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation. Appears in 109 Vessel Content Details 215 Motor Carrier Pick-up Manifest 272 Property and Casualty Loss Notification 300 Reservation (Booking Request) (Ocean) 301 Confirmation (Ocean) 304 Shipping Instructions 310 Freight Receipt and Invoice (Ocean) 311 Canadian Customs Information 312 Arrival Notice (Ocean) 315 Status Details (Ocean) 322 Terminal Operations and Intermodal Ramp Activity 323 Vessel Schedule and Itinerary (Ocean) 324 Vessel Stow Plan (Ocean) 325 Consolidation of Goods In Container 326 Consignment Summary List 362 Cargo Insurance Advice of Shipment 511 Requisition 715 Intermodal Group Loading Plan 810 Invoice 856 Ship Notice/Manifest 858 Shipment Information 945 Warehouse Shipping Advice Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation."
R4,R4-07,113,Pier Number,AN,Optional,1,4,-,,"If either R4-02 or R4-03 is present, then the other is required Codes ( 172 ) R4-03 310 Location Identifier String (AN) Conditional 1 30 - Code which identifies a specific location R4-04 114 Port Name String (AN) Optional 2 24 - Free-form name for the place at which an offshore carrier originates or terminates (by transshipment or otherwise) its actual ocean carriage of property R4-05 26 Country Code Identifier (ID) Optional 2 3 - Code identifying the country Codes ( 498 ) R4-06 174 Terminal Name String (AN) Optional 2 30 - Free-form field for terminal name R4-07 113 Pier Number String (AN) Optional 1 4 - Identifying number for the pier R4-08 156 State or Province Code Identifier (ID) Optional 2 2 - Code (Standard State/Province) as defined by appropriate government agency Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation. Appears in 109 Vessel Content Details 215 Motor Carrier Pick-up Manifest 272 Property and Casualty Loss Notification 300 Reservation (Booking Request) (Ocean) 301 Confirmation (Ocean) 304 Shipping Instructions 310 Freight Receipt and Invoice (Ocean) 311 Canadian Customs Information 312 Arrival Notice (Ocean) 315 Status Details (Ocean) 322 Terminal Operations and Intermodal Ramp Activity 323 Vessel Schedule and Itinerary (Ocean) 324 Vessel Stow Plan (Ocean) 325 Consolidation of Goods In Container 326 Consignment Summary List 362 Cargo Insurance Advice of Shipment 511 Requisition 715 Intermodal Group Loading Plan 810 Invoice 856 Ship Notice/Manifest 858 Shipment Information 945 Warehouse Shipping Advice Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation."
R4,R4-08,156,State or Province Code,ID,Optional,2,2,-,,"If either R4-02 or R4-03 is present, then the other is required Codes ( 172 ) R4-03 310 Location Identifier String (AN) Conditional 1 30 - Code which identifies a specific location R4-04 114 Port Name String (AN) Optional 2 24 - Free-form name for the place at which an offshore carrier originates or terminates (by transshipment or otherwise) its actual ocean carriage of property R4-05 26 Country Code Identifier (ID) Optional 2 3 - Code identifying the country Codes ( 498 ) R4-06 174 Terminal Name String (AN) Optional 2 30 - Free-form field for terminal name R4-07 113 Pier Number String (AN) Optional 1 4 - Identifying number for the pier R4-08 156 State or Province Code Identifier (ID) Optional 2 2 - Code (Standard State/Province) as defined by appropriate government agency Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation. Appears in 109 Vessel Content Details 215 Motor Carrier Pick-up Manifest 272 Property and Casualty Loss Notification 300 Reservation (Booking Request) (Ocean) 301 Confirmation (Ocean) 304 Shipping Instructions 310 Freight Receipt and Invoice (Ocean) 311 Canadian Customs Information 312 Arrival Notice (Ocean) 315 Status Details (Ocean) 322 Terminal Operations and Intermodal Ramp Activity 323 Vessel Schedule and Itinerary (Ocean) 324 Vessel Stow Plan (Ocean) 325 Consolidation of Goods In Container 326 Consignment Summary List 362 Cargo Insurance Advice of Shipment 511 Requisition 715 Intermodal Group Loading Plan 810 Invoice 856 Ship Notice/Manifest 858 Shipment Information 945 Warehouse Shipping Advice Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation."
DTM,DTM-01,374,Date/Time Qualifier,ID,Mandatory,3,3,-,,
DTM,DTM-02,373,Date,DT,Conditional,8,8,-,,
DTM,DTM-03,337,Time,TM,Conditional,4,8,-,,"If DTM-04 is present, then DTM-03 is required Codes ( 51 ) DTM-05 1250 Date Time Period Format Qualifier Identifier (ID) Conditional 2 3 - Code indicating the date format, time format, or date and time format"
DTM,DTM-04,623,Time Code,ID,Optional,2,2,-,,"If DTM-04 is present, then DTM-03 is required Codes ( 51 ) DTM-05 1250 Date Time Period Format Qualifier Identifier (ID) Conditional 2 3 - Code indicating the date format, time format, or date and time format"
DTM,DTM-05,1250,Date Time Period Format Qualifier,ID,Conditional,2,3,-,,"If DTM-04 is present, then DTM-03 is required Codes ( 51 ) DTM-05 1250 Date Time Period Format Qualifier Identifier (ID) Conditional 2 3 - Code indicating the date format, time format, or date and time format | If either DTM-05 or DTM-06 is present, then the other is required Codes ( 39 ) DTM-06 1251 Date Time Period String (AN) Conditional 1 35 - Expression of a date, a time, or range of dates, times or dates and times Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation. Appears in 101 Name and Address Lists 104 Air Shipment Information 105 Business Entity Filings 109 Vessel Content Details 120 Vehicle Shipping Order 121 Vehicle Service 124 Vehicle Damage 140 Product Registration 141 Product Service Claim Response 142 Product Service Claim 143 Product Service Notification 149 Notice of Tax Adjustment or Assessment 151 Electronic Filing of Tax Return Data Acknowledgment 152 Statistical Government Information 153 Unemployment Insurance Tax Claim or Charge Information 154 Uniform Commercial Code Filing 157 Notice of Power of Attorney 160 Transportation Automatic Equipment Identification 161 Train Sheet 170 Revenue Receipts Statement 175 Court and Law Enforcement Notice 176 Court Submission 180 Return Merchandise Authorization and Notification 194 Grant or Assistance Application 195 Federal Communications Commission (FCC) License Application 196 Contractor Cost Data Reporting 199 Real Estate Settlement Information 203 Secondary Mortgage Market Investor Report 244 Product Source Information 250 Purchase Order Shipment Management Document 251 Pricing Support 255 Underwriting Information Services 261 Real Estate Information Request 264 Mortgage Loan Default Status 275 Patient Information 280 Voter Registration Information 285 Commercial Vehicle Safety and Credentials Information Exchange 286 Commercial Vehicle Credentials 288 Wage Determination 300 Reservation (Booking Request) (Ocean) 301 Confirmation (Ocean) 304 Shipping Instructions 309 U.S. Customs Manifest 310 Freight Receipt and Invoice (Ocean) 311 Canadian Customs Information 312 Arrival Notice (Ocean) 315 Status Details (Ocean) 322 Terminal Operations and Intermodal Ramp Activity 323 Vessel Schedule and Itinerary (Ocean) 324 Vessel Stow Plan (Ocean) 326 Consignment Summary List 404 Rail Carrier Shipment Information 410 Rail Carrier Freight Details and Invoice 417 Rail Carrier Waybill Interchange 423 Rail Industrial Switch List 426 Rail Revenue Waybill 432 Rail Deprescription 433 Railroad Reciprocal Switch File 434 Railroad Mark Register Update Activity 435 Standard Transportation Commodity Code Master 437 Railroad Junctions and Interchanges Activity 475 Rail Route File Maintenance 500 Medical Event Reporting 503 Pricing History 521 Income or Asset Offset 540 Notice of Employment Status 568 Contract Payment Management Report 601 U.S. Customs Export Shipment Information 620 Excavation Communication 650 Maintenance Service Order 805 Contract Pricing Proposal 806 Project Schedule Reporting 810 Invoice 811 Consolidated Service Invoice/Statement 812 Credit/Debit Adjustment 813 Electronic Filing of Tax Return Data 814 General Request, Response or Confirmation 816 Organizational Relationships 818 Commission Sales Report 819 Operating Expense Statement 820 Payment Order/Remittance Advice 821 Financial Information Reporting 822 Account Analysis 823 Lockbox 824 Application Advice 826 Tax Information Exchange 827 Financial Return Notice 829 Payment Cancellation Request 830 Planning Schedule with Release Capability 831 Application Control Totals 832 Price/Sales Catalog 835 Health Care Claim Payment/Advice 836 Procurement Notices 838 Trading Partner Profile 839 Project Cost Reporting 840 Request for Quotation 841 Specifications/Technical Information 842 Nonconformance Report 843 Response to Request for Quotation 844 Product Transfer Account Adjustment 845 Price Authorization Acknowledgment/Status 846 Inventory Inquiry/Advice 847 Material Claim 848 Material Safety Data Sheet 849 Response to Product Transfer Account Adjustment 850 Purchase Order 851 Asset Schedule 852 Product Activity Data 855 Purchase Order Acknowledgment 856 Ship Notice/Manifest 857 Shipment and Billing Notice 860 Purchase Order Change Request - Buyer Initiated 861 Receiving Advice/Acceptance Certificate 862 Shipping Schedule 863 Report of Test Results 864 Text Message 865 Purchase Order Change Acknowledgment/Request - Seller Initiated 866 Production Sequence 867 Product Transfer and Resale Report 869 Order Status Inquiry 870 Order Status Report 871 Component Parts Content 877 Manufacturer Coupon Family Code Structure 885 Retail Account Characteristics 886 Customer Call Reporting 887 Coupon Notification Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation."
DTM,DTM-06,1251,Date Time Period,AN,Conditional,1,35,-,,"If either DTM-05 or DTM-06 is present, then the other is required Codes ( 39 ) DTM-06 1251 Date Time Period String (AN) Conditional 1 35 - Expression of a date, a time, or range of dates, times or dates and times Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation. Appears in 101 Name and Address Lists 104 Air Shipment Information 105 Business Entity Filings 109 Vessel Content Details 120 Vehicle Shipping Order 121 Vehicle Service 124 Vehicle Damage 140 Product Registration 141 Product Service Claim Response 142 Product Service Claim 143 Product Service Notification 149 Notice of Tax Adjustment or Assessment 151 Electronic Filing of Tax Return Data Acknowledgment 152 Statistical Government Information 153 Unemployment Insurance Tax Claim or Charge Information 154 Uniform Commercial Code Filing 157 Notice of Power of Attorney 160 Transportation Automatic Equipment Identification 161 Train Sheet 170 Revenue Receipts Statement 175 Court and Law Enforcement Notice 176 Court Submission 180 Return Merchandise Authorization and Notification 194 Grant or Assistance Application 195 Federal Communications Commission (FCC) License Application 196 Contractor Cost Data Reporting 199 Real Estate Settlement Information 203 Secondary Mortgage Market Investor Report 244 Product Source Information 250 Purchase Order Shipment Management Document 251 Pricing Support 255 Underwriting Information Services 261 Real Estate Information Request 264 Mortgage Loan Default Status 275 Patient Information 280 Voter Registration Information 285 Commercial Vehicle Safety and Credentials Information Exchange 286 Commercial Vehicle Credentials 288 Wage Determination 300 Reservation (Booking Request) (Ocean) 301 Confirmation (Ocean) 304 Shipping Instructions 309 U.S. Customs Manifest 310 Freight Receipt and Invoice (Ocean) 311 Canadian Customs Information 312 Arrival Notice (Ocean) 315 Status Details (Ocean) 322 Terminal Operations and Intermodal Ramp Activity 323 Vessel Schedule and Itinerary (Ocean) 324 Vessel Stow Plan (Ocean) 326 Consignment Summary List 404 Rail Carrier Shipment Information 410 Rail Carrier Freight Details and Invoice 417 Rail Carrier Waybill Interchange 423 Rail Industrial Switch List 426 Rail Revenue Waybill 432 Rail Deprescription 433 Railroad Reciprocal Switch File 434 Railroad Mark Register Update Activity 435 Standard Transportation Commodity Code Master 437 Railroad Junctions and Interchanges Activity 475 Rail Route File Maintenance 500 Medical Event Reporting 503 Pricing History 521 Income or Asset Offset 540 Notice of Employment Status 568 Contract Payment Management Report 601 U.S. Customs Export Shipment Information 620 Excavation Communication 650 Maintenance Service Order 805 Contract Pricing Proposal 806 Project Schedule Reporting 810 Invoice 811 Consolidated Service Invoice/Statement 812 Credit/Debit Adjustment 813 Electronic Filing of Tax Return Data 814 General Request, Response or Confirmation 816 Organizational Relationships 818 Commission Sales Report 819 Operating Expense Statement 820 Payment Order/Remittance Advice 821 Financial Information Reporting 822 Account Analysis 823 Lockbox 824 Application Advice 826 Tax Information Exchange 827 Financial Return Notice 829 Payment Cancellation Request 830 Planning Schedule with Release Capability 831 Application Control Totals 832 Price/Sales Catalog 835 Health Care Claim Payment/Advice 836 Procurement Notices 838 Trading Partner Profile 839 Project Cost Reporting 840 Request for Quotation 841 Specifications/Technical Information 842 Nonconformance Report 843 Response to Request for Quotation 844 Product Transfer Account Adjustment 845 Price Authorization Acknowledgment/Status 846 Inventory Inquiry/Advice 847 Material Claim 848 Material Safety Data Sheet 849 Response to Product Transfer Account Adjustment 850 Purchase Order 851 Asset Schedule 852 Product Activity Data 855 Purchase Order Acknowledgment 856 Ship Notice/Manifest 857 Shipment and Billing Notice 860 Purchase Order Change Request - Buyer Initiated 861 Receiving Advice/Acceptance Certificate 862 Shipping Schedule 863 Report of Test Results 864 Text Message 865 Purchase Order Change Acknowledgment/Request - Seller Initiated 866 Production Sequence 867 Product Transfer and Resale Report 869 Order Status Inquiry 870 Order Status Report 871 Component Parts Content 877 Manufacturer Coupon Family Code Structure 885 Retail Account Characteristics 886 Customer Call Reporting 887 Coupon Notification Stedi Stedi.com Documentation Contact us Privacy settings Stedi and the S design mark are registered trademarks of Stedi, Inc. Stedi's EDI Reference is provided for marketing purposes and is free of charge. All names, logos, and brands of third parties listed on our site are trademarks of their respective owners (including “X12”, which is a trademark of X12 Incorporated). Stedi, Inc. and its products and services are not endorsed by, sponsored by, or affiliated with these third parties. Our use of these names, logos, and brands is for identification purposes only, and does not imply any such endorsement, sponsorship, or affiliation."
SE,SE-01,96,Number of Included Segments,N0,Mandatory,1,10,-,,
SE,SE-02,329,Transaction Set Control Number,AN,Mandatory,4,9,-,,
GE,GE-01,97,Number of Transaction Sets Included,N0,Mandatory,1,6,-,,
GE,GE-02,28,Group Control Number,N0,Mandatory,1,9,-,,
IEA,IEA-01,I16,Number of Included Functional Groups,N0,Mandatory,1,5,-,,
IEA,IEA-02,I12,Interchange Control Number,N0,Mandatory,9,9,-,,
